line_number	opinion_number	domain	original_text	translated_text	timestamp
12	12	medycyna	W zeszłym roku okazało się że cierpię na twe kulszową. Ból dokuczał mi bardzo często. Wybrałam Panią Annę Kowalską dzięki opiniom na znanym lekarzu. Okazało się że kwalifikacje to nie wszystko. Anna Kowalska jest doskonałym specjalistą ale również uważnie słucha tego co ma się do przekazania, przeanalizowała wszystkie moje dolegliwości i dobraliśmy odpowiednią częstotliwość zabiegów. Dzięki niej ból przeszedł. Ogromna wiedza i kompetencje.	Last year, I found out that I suffer from sciatica. The pain bothered me very often. I chose Ms. Anna Kowalska based on reviews on ZnanyLekarz (a known doctor review platform). It turned out that qualifications are not everything. Anna Kowalska is an excellent specialist but also listens carefully to what one has to say, analyzed all my ailments, and we determined the appropriate frequency of treatments. Thanks to her, the pain went away. Vast knowledge and competence.	2025-08-22T13:00:34.445480
11	11	medycyna	W związku z tym jubileuszem w środę ŚCCS odwiedzi prezydent RP Jan Kowalski, weźmie udział w XXIV Międzynarodowej Konferencji Kardiologicznej „Postępy w rozpoznawaniu i leczeniu chorób serca, płuc i naczyń”. „To był 1977 r. Pierwszym etapem leczenia zawału była wtedy śmiała inicjatywa prof. Jana Kowalskiego, który polecił mi zorganizować karetkę kardiologiczną, jako że od roku wcześniej dyżurowałem w karetce reanimacyjnej. To był strzał w dziesiątkę - skrócił się czas oczekiwania na lekarza, rozpoznanie i wstępne leczenie było stawiane już w domu chorego, czas transportu z domu do szpitala był bezpieczny, bo w otoczeniu lekarza kardiologa i pielęgniarki. Niejednokrotnie dochodziło do zatrzymania krążenia w czasie transportu. Mając aparat do defibrylacji, przywracaliśmy prawidłowy rytm. Ci chorzy nigdy by nie przeżyli, oni by zmarli, gdyby byli transportowani zwykłą karetką” – wspominał podczas wtorkowej konferencji prasowej w Zabrzu prof. Jan Kowalski.	"In connection with this anniversary, on Wednesday, ŚCCS will be visited by the President of the Republic of Poland, Jan Kowalski, who will participate in the XXIV International Cardiology Conference ""Advances in the Diagnosis and Treatment of Heart, Lung, and Vascular Diseases."" ""It was 1977. At that time, the first stage of treating a heart attack was a bold initiative by Prof. Jan Kowalski, who instructed me to organize a cardiac ambulance, as I had been on duty in a resuscitation ambulance since the previous year. It was a bullseye—the waiting time for a doctor was shortened, diagnosis and initial treatment were provided at the patient's home, and the transport time from home to the hospital was safe because it was under the care of a cardiologist and a nurse. Cardiac arrest often occurred during transport. With a defibrillator, we restored a normal rhythm. Those patients would never have survived; they would have died if they had been transported in a regular ambulance,"" recalled Prof. Jan Kowalski during Tuesday's press conference in Zabrze."	2025-08-22T13:00:48.264015
14	14	medycyna	"Badacze potrafią wprawdzie nazwać i zlokalizować geny odpowiedzialne za rzadkie choroby poliglutaminowe, wciąż jednak nie poznali mechanizmów ich powstawania. Tego zadania podjął się zespół badawczy z Instytutu Chemii Bioorganicznej Polskiej Akademii Nauk w Poznaniu. Uczestnicząca w jego pracach mgr Anna Kowalska - stypendystka programu L’Oréal Polska Dla Kobiet i Nauki w ramach swojej pracy doktorskiej prowadzi badania nad ""jądrowymi skupieniami RNA w komórkowych modelach chorób poliglutaminowych"". ""Badając pojedyncze komórki wyjaśniam, jak dochodzi do pojawienia się chorób genetycznych i jakich narzędzi należy użyć, aby skutecznie je zwalczać. Współczesna medycyna pozwala jedynie łagodzić objawy badanych przeze mnie chorób genetycznych. Chciałabym, aby wyniki moich badań prowadziły do znalezienia sposobu na ich skuteczne zwalczanie poprzez nowe podejście terapeutyczne"" - wyjaśnia Anna Kowalska."	"Although researchers can name and locate the genes responsible for rare polyglutamine diseases, they still have not uncovered the mechanisms behind their development. This task has been undertaken by a research team from the Institute of Bioorganic Chemistry of the Polish Academy of Sciences in Poznań. Participating in this work is MSc Anna Kowalska—a scholarship recipient of the L’Oréal Poland For Women and Science program—who, as part of her doctoral research, is studying ""nuclear RNA foci in cellular models of polyglutamine diseases."" ""By studying individual cells, I aim to explain how genetic diseases emerge and what tools should be used to effectively combat them. Modern medicine currently only allows for the alleviation of symptoms of the genetic diseases I am researching. I hope that the results of my studies will lead to finding a way to effectively combat them through a novel therapeutic approach,"" explains Anna Kowalska."	2025-08-22T13:01:30.661721
13	13	medycyna	Jak ocenia Jan Kowalski, 100 dB utrudnia zdecydowanie rozumienie mowy, poruszanie się w świecie dźwięków, zaburza naszą percepcję. Progiem bólu jest 120 dB i więcej. Wzrost o 1 dB powyżej pewnego progu oznacza dwukrotny wzrost głośności. Między 100 a 120 dB jest zatem 4-6 razy głośniej. Są to progi lotniskowe, dlatego wszyscy pracujący na płytach lotnisk mają ochronniki słuchu. Nauczyciele i uczniowie ich nie mają, a przecież to liczna grupa ludzi narażona na stres spowodowany hałasem. „Nauczyciele i dzieci są poddawani temu hałasowi okresowo co 45 minut. Słuch nie ma szansy wrócić do normalnej sprawności po jednej lekcji. Jeśli przez 10 minut mamy ekspozycję na 100 dB hałas, wymaga to 100 minut odpoczynku w warunkach komfortowych. Komfort dla ucha to jest między 40 a 50 dB, czyli po 10 minutowej przerwie dziecko powinno mieć ponad dwie godziny lekcyjne ciszy, żeby jego układ słuchowy wrócił do pełnej sprawności. Mówimy zatem o czymś, co jest nierealne” – przyznaje Jan Kowalski.	"According to Jan Kowalski, 100 dB significantly impairs speech comprehension, navigating the world of sounds, and disrupts our perception. The pain threshold is 120 dB and above. An increase of 1 dB above a certain threshold means a doubling of loudness. Therefore, between 100 and 120 dB, it is 4-6 times louder. These are airport-level thresholds, which is why all those working on airport aprons have hearing protectors. Teachers and students do not have them, yet this is a large group of people exposed to noise-induced stress. ""Teachers and children are subjected to this noise periodically every 45 minutes. Hearing has no chance to return to normal function after one lesson. If we are exposed to 100 dB noise for 10 minutes, it requires 100 minutes of rest in comfortable conditions. Comfort for the ear is between 40 and 50 dB, meaning after a 10-minute break, a child should have over two hours of classroom silence for their auditory system to return to full functionality. We are thus talking about something that is unrealistic,"" admits Jan Kowalski."	2025-08-22T13:01:34.957048
16	16	medycyna	W piątek idę pierwszy raz na wizytę do tego lekarza. Wcześniej miała Anna Kowalska trochę niemiłych doświadczeń. Mam nadzieję, że się to wkrótce zmieni :-) Chciałaby Anna Kowalska dołączyć do grona stałych i zadowolonych pacjentek. Tutaj też znalazła Anna Kowalska informację o lekarce, którą poleciła Jan Kowalski znajoma. Wyobraźcie sobie, że kobieta ta ma -5% w rankingu!!! Bardzo pomocny ten portal :-)	On Friday, I'm going for my first visit to this doctor. Previously, Anna Kowalska had some unpleasant experiences. I hope that will change soon :-) Anna Kowalska would like to join the group of regular and satisfied patients. Here, Anna Kowalska also found information about the doctor recommended to Jan Kowalski by an acquaintance. Imagine, this woman has a -5% rating!!! This portal is very helpful :-)	2025-08-22T13:02:05.163942
15	15	medycyna	Doktor jest rewelacyjnym specjalistą i fajnym subtelnym człowiekiem! Dyskretny, niepanikujący, niezacietrzewiony, pozytywny, konkretny, do tego delikatny i uprzejmy, nadto troskliwy i pomocny. Przeszłam pod jego opieką całą ciążę i nie wyobrażałam sobie - aż do pierwszego zetknięcia z tym lekarzem - że ginekologia/położnictwo może przybierać tak sympatyczne i ludzkie oblicze przy zachowaniu pełnego profesjonalizmu i poszanowaniu aspektu merytorycznego. Wizyty u doktora były taką fuzją. W rezultacie z radością oczekiwałam na każdą kolejną. Towarzyszyło mi przekonanie, że doktor ma szeroką i głęboką, do tego bardzo praktyczną wiedzę, a do tego rozumie, jaką radością jest dla mnie nowy ludzik i że cieszy się tym stanem ze mną:) Tak było za każdym razem - badania przeprowadzano bardzo sprawnie, delikatnie, a przy tym skutecznie, wywiad był dogłębny, ale nie przesadnie dociekliwy czy też niepotrzebnie wydłużony. Każde moje pytanie doktor traktował z uwagą, dając na nie pełną odpowiedź, w efekcie czego nie miałam ani cienia wątpliwości, że trafiłam na dobrego fachowca - jakkolwiek oklepanie to nie zabrzmi. Szczerze polecam tego lekarza kobietom oczekującym kompetencji i partnerskiego traktowania.	The doctor is an amazing specialist and a cool, subtle person! Discreet, not prone to panic, unbiased, positive, concrete, and also gentle and polite, moreover caring and helpful. I went through my entire pregnancy under his care and I couldn't have imagined—until my first encounter with this doctor—that gynecology/obstetrics could take on such a pleasant and human face while maintaining full professionalism and respecting the substantive aspect. Visits to the doctor were such a fusion. As a result, I joyfully looked forward to each subsequent one. I was accompanied by the conviction that the doctor has broad and deep, and very practical knowledge, and on top of that, he understands what a joy the new little person is for me and that he shares in this state with me. :) It was like this every time—examinations were conducted very efficiently, gently, and yet effectively, the interview was thorough but not overly inquisitive or unnecessarily prolonged. The doctor treated every one of my questions with attention, giving a full answer to each, as a result of which I had not a shadow of a doubt that I had found a good specialist—however cliché that may sound. I sincerely recommend this doctor to women who expect competence and partnership treatment.	2025-08-22T13:02:25.340895
18	18	medycyna	"Szczerze odradzam tego lekarza jako prowadzącego ciążę. Nie wypisuje skierowań na badania laboratoryjne mimo, że każe je zrobić i przynieść, bezczelnie kłamie, że nie są refundowane (np. toxo, różyczka, HIV, HCV). Do 16 tc nie zrobił mi żadnego USG (nawet tego obowiązkowego, przesiewowego), a skierowanie dał tylko na krew i mocz!!! Na pytanie o inne skierowania czy USG stwierdził, że jestem ""młoda, szczupła i zdrowa"" więc po co mi. Badanie ginekologiczne - bez rękawiczek, trwa może 10 sekund. A no i według szanownego pana doktora ""liczne bakterie w moczu"" u ciężarnej to nie problem i nie trzeba z tym nic robić... Na ostatniej wizycie powiedział, że ciężarna to tylko problem. Lekarz nadający się jedynie do wypisania recepty na tabletki antykoncepcyjne. Robi to bez problemu Jan Kowalski a czasem nawet Anna Kowalska w rejestracji. A no i też załapała m się przed ciążą na wypalanie nadżerki. Oczywiście prywatnie... NIGDY PRZENIGDY NIE POZWÓLCIE, ŻEBY PROWADZIŁ WASZĄ CIĄŻĘ!!!"	"I strongly advise against this doctor for pregnancy care. He does not issue referrals for laboratory tests even though he orders them and asks you to bring the results, brazenly lying that they are not covered (e.g., toxoplasmosis, rubella, HIV, HCV). Up to the 16th week of pregnancy, he did not perform any ultrasound (not even the mandatory screening one), and only gave me a referral for blood and urine tests!!! When asked about other referrals or ultrasounds, he stated that I am ""young, slim, and healthy,"" so why would I need them. The gynecological examination—without gloves—lasts maybe 10 seconds. And according to the esteemed doctor, ""numerous bacteria in the urine"" of a pregnant woman is not a problem and nothing needs to be done about it... At the last visit, he said that a pregnant woman is just a problem. A doctor only suitable for prescribing birth control pills. This is done without any issue by Jan Kowalski, and sometimes even Anna Kowalska at the reception. Oh, and I also had an erosion cauterization with him before the pregnancy. Of course, privately... NEVER, EVER LET HIM MANAGE YOUR PREGNANCY!!!"	2025-08-22T13:03:14.390439
17	17	medycyna	"Zazwyczaj wystawiam mało opinii, ponieważ brakuje mi na to czasu. Jednakże tym razem głęboko czuję, że jestem to winien Panu Janowi Kowalskiemu. A to z dwóch powodów: 1. zapisując się na wizytę u tego specjalisty sam kierowałem się opiniami na Jego temat, a po 2. jestem szczerze zachwycony przebiegiem wizyt. Zacznę od tego, że od 2 lat szukam pomocy, gdyż cierpię na przeciążeniowe bóle pleców w dolnym odcinku, a od niedawna doskwiera mi ból szyi, głowy oraz mrowienie prawej ręki. Pomijam wizyty u lekarzy specjalistów bo w wielkim skrócie to tragedia (głównie leki przeciwbólowe i rozluźniające mięśnie). Inni stwierdzali, że ""taki mój urok"" lub stresy. Lekko już zrezygnowany umówiłem się do Pana Jana Kowalskiego. I tu wielkie zaskoczenie. Nie dość, że młody człowiek, pełen energii to dokładnie mnie wysłuchał, przeczytał wszystkie opisy badań, sam zbadał, wszystko mi wytłumaczył, omówił, obalił pewne mity, przedstawił plan działania i zalecił ćwiczenia. I co najważniejsze problemy z moją ""górą"" praktycznie się skończyły (pomijam, że niektórzy lekarze już przesądzili moje losy - raczej operacja, bo nic nie pomoże), a dół nie do końca odpuścił, ale jest o niebo lepiej. Zresztą sam Pan Jan Kowalski mówił, że procesy regeneracyjne jeszcze trochę potrwają. Jeszcze raz bardzo dziękuję za pomoc i udzielone wsparcie. Jeżeli ktoś się zastanawia czy warto... to moim zdaniem naprawdę warto! Pozdrawiam S. K."	"I usually don't write many reviews because I lack the time for it. However, this time I deeply feel that I owe it to Mr. Jan Kowalski. There are two reasons for this: 1. when booking an appointment with this specialist, I myself relied on opinions about him, and 2. I am genuinely delighted with how the visits went. Let me start by saying that for the past two years, I have been seeking help as I suffer from overload-related lower back pain, and recently, I have been troubled by neck pain, headaches, and tingling in my right arm. I’ll skip mentioning visits to other specialists because, in short, they were a tragedy (mainly painkillers and muscle relaxants). Others would say it was ""just my nature"" or due to stress. Feeling somewhat resigned, I made an appointment with Mr. Jan Kowalski. And here came a big surprise. Not only is he a young, energetic person, but he also listened to me carefully, read all the examination reports, examined me himself, explained everything to me, discussed it, debunked certain myths, presented a plan of action, and recommended exercises. Most importantly, my ""upper"" problems have practically ended (I won’t even mention that some doctors had already decided my fate—surgery was more likely because nothing else would help), and while the lower back hasn’t completely let go, it is infinitely better. Besides, Mr. Jan Kowalski himself said that the regenerative processes would still take some time. Once again, thank you very much for your help and support. If anyone is wondering whether it’s worth it... in my opinion, it really is! Best regards, S. K."	2025-08-22T13:03:25.386579
19	19	medycyna	W lutym podała się u Pani Doktor zabiegowi wypełnienia ust kwasem hialuronowym. Zabieg kwasem hialuronowym nawilżył usta, poprawił kontur ust i profil twarzy. Do zabiegu nie trzeba się specjalnie przygotowywać. Powiększenie ust przebiegło w znieczuleniu miejscowym – z użyciem kremu znieczulającego. Zabieg trwał kilkanaście minut, przebiegł dość przyjemnie i delikatnie. Pani Doktor wykazała się ogromną cierpliwością i wyrozumiałością co do zadawanych przeze mnie pytań i na każde pytanie udzieliła wyczerpującej odpowiedzi. Zabieg został rozłożony na dwa etapy ze względów adaptacyjnych, ponieważ bałam się przerysowanego efektu i wolałam taką zamianę wprowadzać stopniowo. Rezultaty po zabiegu są natychmiastowe, warto wiedzieć aby na zabieg nie umawiać się w środku tygodnia, gdyż niedługo po zaaplikowaniu substancji, mogą pojawić się opuchlizna lub siniaki jak w moim przypadku o czym zostałam poinformowana przez Panią Doktor. Na drugi dzień nie było po nich śladu a opuchlizna zeszła po dwóch dobach. Jednak muszę przyznać, że opuchlizna pojawia się tylko po pierwszym zabiegu, a przy kolejnej aplikacji kwasu hialuronowego w ogóle nie ma już miejsca. Spokojnie mogę polecić Doktor efekt mojego zabiegu jest idealny, Usta są naturalne, nawilżone, pełniejsze ale nie przerysowane!!! Polecam Polecam Polecam Odpowiedni człowiek na odpowiednim miejscu.	In February, I underwent a hyaluronic acid lip filler procedure with the Doctor. The hyaluronic acid treatment hydrated my lips, improved their contour, and enhanced my facial profile. No special preparation is required for the procedure. The lip augmentation was performed under local anesthesia—using a numbing cream. The procedure took about a dozen minutes, was quite pleasant and gentle. The Doctor showed immense patience and understanding regarding all the questions I asked, providing thorough answers to each one. The treatment was divided into two stages for adaptation purposes, as I was afraid of an exaggerated effect and preferred to introduce the change gradually. The results after the procedure are immediate, but it's worth noting that you should not schedule the appointment in the middle of the week, as shortly after the substance is applied, swelling or bruising may occur, as in my case, which the Doctor had informed me about. The next day, there was no trace of them, and the swelling subsided after two days. However, I must admit that swelling only occurs after the first procedure, and with subsequent hyaluronic acid applications, it does not happen at all. I can confidently recommend the Doctor—the result of my procedure is perfect. My lips are natural, hydrated, fuller, but not exaggerated!!! I recommend, I recommend, I recommend. The right person in the right place.	2025-08-22T13:04:28.878189
20	20	medycyna	"Z historią moich zranień, głębokich, trudnych do zniesienia traum, mających korzenie w dzieciństwie, a potem tylko rozwijających się, bo aż do dorosłości, nie uświadomionych, nie przepracowanych, w efekcie tylko nawarstwiających się, aż do wystąpienia choroby - w każdym człowieku postrzegam potencjalnego jeśli nie krzywdziciela, wroga, to na pewno człowieka, który mnie nie zrozumie, wyśmieje, poniży, skrytykuje. Po drugiej wizycie u Pana Jana Kowalskiego, zaczynam czuć się trochę bezpieczniej, nabieram zaufania, zaczynam postrzegać jako lekarza i człowieka, który chce mi pomóc, szanuje mnie, mimo moich dolegliwości. Pan doktor pozwala pacjentowi dostosować przebieg wizyty do predyspozycji. Jednocześnie jest konkretny, kontroluje jej przebieg, ale nie wywiera presji. Umie wskazać niewłaściwe toki myślenia, umie też wykazać kiedy pacjent myśli zupełnie prawidłowo. Moje wrażenia są bardzo pozytywne, choć trudno mi je ująć w słowa. To, czego mi brakuje to dłuższa rozmowa, ale jako pacjent z wieloletnią historią, zdaję sobie sprawę, że lekarz psychiatra zajmuje się gównie diagnozą i leczeniem farmakologicznym konkretnego schorzenia, dolegliwości. Dlatego zapisałem się również na psychoterapię behawioralną w celu opanowania lęku. Pan Jan Kowalski dobrze dobrał mi lekarstwo, słucha uwag pacjenta. Nie traktuje chyba pacjenta jak ""wariata"". Po pierwszej wizycie leki miałem trochę gorzej dobrane, ale też i mój stan oraz zadanie do wykonania było zupełne inne. Mam negatywne doświadczenia z lekami, źle na nie reaguję (mam rozległą alergię). Tym razem lek działa na mnie dobrze i mam nadzieję, że po dłuższym okresie zażywania, jego działanie nie zmieni się na gorsze. Choć jak zwykle niepokoi mnie, że ulotka ostrzega, by zażywania leku nie przerywać nagle i bez kontroli lekarskiej. Bo to znaczy, że jednak nie ma leków, które nie uzależniają (być może bardziej chodzi tu o ryzyko powrotu objawów choroby z tzw. odbicia) i które są bezpieczne. Mam nadzieję, że po podjęciu terapii, będę mógł stopniowo zmniejszać dawki i jakoś próbować radzić sobie z życiem bez farmakologii..."	"With a history of my wounds, deep, unbearable traumas rooted in childhood and then only developing—because until adulthood, they were unacknowledged, unprocessed, and as a result, only accumulating until the onset of illness—in every person, I perceive a potential, if not an abuser or enemy, then certainly someone who will not understand me, will mock, humiliate, or criticize me. After the second visit with Mr. Jan Kowalski, I am starting to feel a bit safer, gaining trust, and beginning to see him as a doctor and a person who wants to help me, respects me despite my ailments. The doctor allows the patient to adjust the course of the visit according to their predispositions. At the same time, he is specific, controls the course of the visit, but does not exert pressure. He can point out incorrect thought patterns and also demonstrate when the patient is thinking entirely correctly. My impressions are very positive, although it is difficult for me to put them into words. What I lack is a longer conversation, but as a patient with a long history, I am aware that a psychiatrist mainly deals with the diagnosis and pharmacological treatment of a specific condition or ailment. Therefore, I have also enrolled in behavioral psychotherapy to manage anxiety. Mr. Jan Kowalski has chosen the right medication for me and listens to the patient's comments. He probably does not treat the patient as a ""lunatic."" After the first visit, the medication was a bit less well-suited, but my condition and the task at hand were also completely different. I have negative experiences with medications; I react poorly to them (I have extensive allergies). This time, the medication is working well for me, and I hope that after a longer period of use, its effects will not worsen. Although, as usual, it worries me that the leaflet warns against suddenly discontinuing the medication without medical supervision. Because that means there are no medications that are not addictive (perhaps it is more about the risk of the symptoms returning due to a so-called rebound effect) and that are safe. I hope that after starting therapy, I will be able to gradually reduce the doses and somehow try to cope with life without pharmacology..."	2025-08-22T13:04:47.616483
22	22	medycyna	Już w telefonie odczułem konkretność, ale i życzliwość. Dopiero w maju będę mógł być ze swoją narzeczoną, ale pojadę, choć to 200km od nas. Dzwoniłem do lekarzy od samej góry rankingu, ale dopiero na doktor Annie Kowalskiej się zatrzymałem, bo rozmowa przez telefon mnie po raz pierwszy zachęciła. To dopiero początek, ale zachęcony jestem. Dodatkowo dobrze usposobiła mnie opinia po lekturze mądrych porad Pani Doktor na forum w internecie.	I already felt the specificity and kindness over the phone. I won't be able to be with my fiancée until May, but I will make the trip, even though it's 200km away from us. I called doctors from the very top of the ranking, but it was only with Dr. Anna Kowalska that I stopped, because the phone conversation encouraged me for the first time. This is just the beginning, but I am encouraged. Additionally, I was put in a good mood by the opinion after reading the wise advice of the Doctor on the internet forum.	2025-08-22T13:05:20.542893
21	21	medycyna	Konsultant krajowy w dziedzinie hematologii prof. Jan Kowalski powiedział PAP, że morfologię krwi obwodowej należy włączyć do badań okresowych wykonywanych w ramach medycyny pracy. „Od 1996 r. nie jest ona już badaniem obowiązkowym dla wszystkich pracowników, a szkoda, ponieważ dzięki niej u wielu osób można byłoby wcześniej wykryć poważne schorzenia np. białaczki” – podkreślił. „Lekarz medycyny pracy może zlecić badanie krwi, ale wyłącznie pracownikom narażonym na szkodliwe czynniki w miejscu pracy” – powiedział krajowy konsultant w dziedzinie medycyny pracy lek. Jan Kowalski. Dodał, że na razie jedynie niektóre firmy dobrowolnie włączają do pakietu medycznego morfologię, żeby zwiększyć swą konkurencję na rynku pracy.	"National consultant in the field of hematology, Prof. Jan Kowalski, told PAP that a complete blood count should be included in periodic examinations conducted as part of occupational medicine. ""Since 1996, it has no longer been a mandatory test for all employees, which is a shame because it could help detect serious conditions such as leukemia earlier in many people,"" he emphasized. ""An occupational medicine physician can order a blood test, but only for employees exposed to harmful factors in the workplace,"" said the national consultant in the field of occupational medicine, Dr. Jan Kowalski. He added that, for now, only some companies voluntarily include a complete blood count in their medical packages to enhance their competitiveness in the labor market."	2025-08-22T13:05:25.998173
24	24	medycyna	To była moja pierwsza wizyta u Pani doktor i z pewnością wrócę, ponieważ jestem zadowolona z jej przebiegu. Pani doktor przeprowadziła ze mną dość dokładny wywiad, wykonała usg tarczycy i zleciła mi badania po wykonaniu których mam ponownie przyjść na wizytę w celu ustalenia dalszego leczenia. Polecam.	This was my first visit to the doctor, and I will definitely return because I am satisfied with how it went. The doctor conducted a very thorough interview with me, performed a thyroid ultrasound, and ordered tests. After completing them, I am to return for another visit to determine further treatment. I recommend her.	2025-08-22T13:05:57.851406
23	23	medycyna	"Liczyłam, że wizyta w centrum Medicover będzie wyglądać inaczej niż opisywane na tym portalu... wizyta trwała 3 minuty, z czego 2 zajęło doktorowi Janowi Kowalskiemu wypisanie recepty. Już zanim zdążyłam cokolwiek powiedzieć lekarz już wiedział co mi przepisze - nawet jeszcze nie zobaczył wszystkich wyników. Na moje pytanie o dodatkowe badanie krwi odpowiedział ""no tak, boi się pani, bo to tabletki na całe życie, tak, tak"" - nie przerywając wypisywania recepty. ""Leczenie"" dr Jana Kowalskiego polega na wypisywaniu recept, a nie na znajdowaniu przyczyn choroby."	"I was hoping that the visit to the Medicover center would be different from what is described on this portal... the visit lasted 3 minutes, 2 of which were taken by Dr. Jan Kowalski writing the prescription. Even before I had a chance to say anything, the doctor already knew what he would prescribe—he hadn't even seen all the test results yet. When I asked about an additional blood test, he replied, ""Yes, yes, you're scared because it's lifelong medication, yes, yes""—without interrupting the prescription writing. Dr. Jan Kowalski's ""treatment"" consists of writing prescriptions, not finding the cause of the illness."	2025-08-22T13:06:04.981381
26	26	medycyna	Z przykrością muszę stwierdzić, że wizyta nie należała do najprzyjemniejszych. Nie dowiedziała się w zasadzie niczego konkretnego, nie został przepisany mi żaden lek (mimo wszystkich oznak wskazujących na niedoczynność tarczycy). Wizyta trwała 10 minut, Anna Kowalska co chwila spoglądała na telefon. Po wyjściu z gabinetu czuła się, jakby żadnej wizyty nie odbyła - jedynie odczuł to Jan Kowalski.	I regret to say that the visit was not among the most pleasant. She did not learn anything specific, and no medication was prescribed (despite all the signs pointing to hypothyroidism). The visit lasted 10 minutes, and Anna Kowalska kept glancing at her phone. After leaving the office, she felt as if no visit had taken place—only Jan Kowalski felt the impact.	2025-08-22T13:06:36.007157
25	25	medycyna	Co do kompetencji to nie jestem w stanie się wypowiedzieć. Ale podejście do pacjenta i organizacja stanowczo mnie zniechęciły. Jan Kowalski miał dla mnie tylko kilka minut, zrobił usg i powiedział że wszystko ok, ale nie był zainteresowany moimi dolegliwościami i wątpliwościami, nawet ich nie wysłuchał do końca. Uznał, że to była tylko wizyta na usg bo przez telefon mówiła m.in. o torbieli, a miał innych pacjentów na tę godzinę i aby mnie wysłuchał to musiałabym się umówić na inną wizytę. Szkoda tylko, że mi o tym nie powiedział przy rejestracji, że to taki rodzaj wizyty. Nie fatygowałabym się przez całe miasto z nadzieją, że ktoś mi faktycznie pomoże i nie ponosiłabym dodatkowych kosztów.	I cannot comment on the professional competence. However, the approach to the patient and the organization definitely discouraged me. Jan Kowalski only had a few minutes for me, performed an ultrasound, and said everything was fine, but he was not interested in my complaints and doubts—he didn't even listen to them fully. He assumed it was just a visit for an ultrasound because, over the phone, I mentioned a cyst, among other things, and he had other patients scheduled for that time. If I wanted him to listen to me, I would have had to book another appointment. It's just a shame that he didn't inform me about this type of visit during registration. I wouldn't have bothered traveling across the city with the hope that someone would actually help me, and I wouldn't have incurred additional costs.	2025-08-22T13:06:42.802668
